set_code,name,subtitle,variant,card_number,aspect,arena,card_type,rarity
JTL,Han Solo,Has His Moments,Standard,,,,,
JTL,Han Solo,Has His Moments,Standard Foil,,,,,
JTL,Heartless Tactics,,Standard,,,,,
JTL,Heartless Tactics,,Hyperspace,,,,,
JTL,Heartless Tactics,,Hyperspace Foil,,,,,
JTL,Heartless Tactics,,Standard Foil,,,,,
JTL,Hera Syndulla,We've Lost Enough,Hyperspace,,,,,
JTL,Hera Syndulla,We've Lost Enough,Standard,,,,,
JTL,Hera Syndulla,We've Lost Enough,Hyperspace Foil,,,,,
JTL,Hera Syndulla,We've Lost Enough,Standard Foil,,,,,
JTL,Home One,On My Mark,Standard Foil,,,,,
JTL,Home One,On My Mark,Foil Prestige,,,,,
JTL,Home One,On My Mark,Hyperspace Foil,,,,,
JTL,Home One,On My Mark,Standard,,,,,
JTL,Home One,On My Mark,Hyperspace,,,,,
JTL,Home One,On My Mark,Standard Prestige,,,,,
JTL,Home One,On My Mark,Serialized Prestige,,,,,
JTL,Homestead Militia,,Standard,,,,,
JTL,Homestead Militia,,Hyperspace Foil,,,,,
JTL,Homestead Militia,,Hyperspace,,,,,
JTL,Homestead Militia,,Standard Foil,,,,,
JTL,Hondo Ohnaka,Superfluous Swindler,Standard,,,,,
JTL,Hondo Ohnaka,Superfluous Swindler,Hyperspace Foil,,,,,
JTL,Hondo Ohnaka,Superfluous Swindler,Standard Foil,,,,,
JTL,Hondo Ohnaka,Superfluous Swindler,Hyperspace,,,,,
JTL,Hopeful Volunteer,,Standard,,,,,
JTL,Hopeful Volunteer,,Hyperspace,,,,,
JTL,Hopeful Volunteer,,Standard Foil,,,,,
JTL,Hopeful Volunteer,,Hyperspace Foil,,,,,
JTL,Hotshot Maneuver,,Hyperspace,,,,,
JTL,Hotshot Maneuver,,Standard,,,,,
JTL,Hotshot Maneuver,,Hyperspace Foil,,,,,
JTL,Hotshot Maneuver,,Standard Foil,,,,,
JTL,Hound's Tooth,Reliable and Deadly,Standard,,,,,
JTL,Hound's Tooth,Reliable and Deadly,Hyperspace Foil,,,,,
JTL,Hound's Tooth,Reliable and Deadly,Standard Foil,,,,,
JTL,Hound's Tooth,Reliable and Deadly,Foil Prestige,,,,,
JTL,Hound's Tooth,Reliable and Deadly,Standard Prestige,,,,,
JTL,Hound's Tooth,Reliable and Deadly,Hyperspace,,,,,
JTL,Hound's Tooth,Reliable and Deadly,Serialized Prestige,,,,,
JTL,Hunting Aggressor,,Hyperspace Foil,,,,,
JTL,Hunting Aggressor,,Hyperspace,,,,,
JTL,Hunting Aggressor,,Standard,,,,,
JTL,Hunting Aggressor,,Standard Foil,,,,,
JTL,I Have You Now,,Hyperspace,,,,,
JTL,I Have You Now,,Standard,,,,,
JTL,I Have You Now,,Standard Foil,,,,,
JTL,I Have You Now,,Hyperspace Foil,,,,,
JTL,Iden Versio,Adapt or Die,Standard Foil,,,,,
JTL,Iden Versio,Adapt or Die,Hyperspace Foil,,,,,
JTL,Iden Versio,Adapt or Die,Standard,,,,,
JTL,Iden Versio,Adapt or Die,Hyperspace,,,,,
JTL,IG-2000,Assassin's Aggressor,Standard Prestige,,,,,
JTL,IG-2000,Assassin's Aggressor,Serialized Prestige,,,,,
JTL,IG-2000,Assassin's Aggressor,Foil Prestige,,,,,
JTL,IG-2000,Assassin's Aggressor,Hyperspace,,,,,
JTL,IG-2000,Assassin's Aggressor,Hyperspace Foil,,,,,
JTL,IG-2000,Assassin's Aggressor,Standard,,,,,
JTL,IG-2000,Assassin's Aggressor,Standard Foil,,,,,
JTL,IG-88,Murderous Phlutdroid,Standard,,,,,
JTL,IG-88,Murderous Phlutdroid,Hyperspace Foil,,,,,
JTL,IG-88,Murderous Phlutdroid,Hyperspace,,,,,
JTL,IG-88,Murderous Phlutdroid,Standard Foil,,,,,
JTL,In Debt to Crimson Dawn,,Hyperspace,,,,,
JTL,In Debt to Crimson Dawn,,Standard Foil,,,,,
JTL,In Debt to Crimson Dawn,,Standard,,,,,
JTL,In Debt to Crimson Dawn,,Hyperspace Foil,,,,,
JTL,In the Heat of Battle,,Standard,,,,,
JTL,In the Heat of Battle,,Standard Foil,,,,,
JTL,In the Heat of Battle,,Hyperspace Foil,,,,,
JTL,In the Heat of Battle,,Hyperspace,,,,,
JTL,Independent Smuggler,,Hyperspace Foil,,,,,
JTL,Independent Smuggler,,Hyperspace,,,,,
JTL,Independent Smuggler,,Standard,,,,,
JTL,Independent Smuggler,,Standard Foil,,,,,
JTL,Indoctrinated Conscript,,Hyperspace,,,,,
JTL,Indoctrinated Conscript,,Hyperspace Foil,,,,,
JTL,Indoctrinated Conscript,,Standard,,,,,
JTL,Indoctrinated Conscript,,Standard Foil,,,,,
JTL,Insurgent Saboteurs,,Hyperspace Foil,,,,,
JTL,Insurgent Saboteurs,,Standard Foil,,,,,
JTL,Insurgent Saboteurs,,Hyperspace,,,,,
JTL,Insurgent Saboteurs,,Standard,,,,,
JTL,Interceptor Ace,,Hyperspace Foil,,,,,
JTL,Interceptor Ace,,Hyperspace,,,,,
JTL,Interceptor Ace,,Standard Foil,,,,,
JTL,Interceptor Ace,,Standard,,,,,
JTL,Invincible,Naval Adversary,Standard Foil,,,,,
JTL,Invincible,Naval Adversary,Standard Prestige,,,,,
JTL,Invincible,Naval Adversary,Foil Prestige,,,,,
JTL,Invincible,Naval Adversary,Hyperspace,,,,,
JTL,Invincible,Naval Adversary,Hyperspace Foil,,,,,
JTL,Invincible,Naval Adversary,Serialized Prestige,,,,,
JTL,Invincible,Naval Adversary,Standard,,,,,
JTL,It's a Trap,,Standard Foil,,,,,
JTL,It's a Trap,,Hyperspace Foil,,,,,
JTL,It's a Trap,,Hyperspace,,,,,
JTL,It's a Trap,,Standard,,,,,
JTL,Jam Communications,,Hyperspace,,,,,
JTL,Jam Communications,,Standard Foil,,,,,
JTL,Jam Communications,,Hyperspace Foil,,,,,
JTL,Jam Communications,,Standard,,,,,
JTL,Jarek Yeager,Coordinating With The Resistance,Standard,,,,,
JTL,Jarek Yeager,Coordinating With The Resistance,Hyperspace,,,,,
JTL,Jarek Yeager,Coordinating With The Resistance,Standard Foil,,,,,
JTL,Jarek Yeager,Coordinating With The Resistance,Hyperspace Foil,,,,,
JTL,Jedi Light Cruiser,,Hyperspace Foil,,,,,
JTL,Jedi Light Cruiser,,Standard Foil,,,,,
JTL,Jedi Light Cruiser,,Hyperspace,,,,,
JTL,Jedi Light Cruiser,,Standard,,,,,
JTL,Jump to Lightspeed,,Hyperspace,,,,,
JTL,Jump to Lightspeed,,Hyperspace Foil,,,,,
JTL,Jump to Lightspeed,,Standard,,,,,
JTL,Jump to Lightspeed,,Standard Foil,,,,,
JTL,Kazuda Xiono,Best Pilot in the Galaxy,Standard,,,,,
JTL,Kazuda Xiono,Best Pilot in the Galaxy,Hyperspace,,,,,
JTL,Kazuda Xiono,Best Pilot in the Galaxy,Showcase,,,,,
JTL,Kijimi Patrollers,,Standard,,,,,
JTL,Kijimi Patrollers,,Standard Foil,,,,,
JTL,Kijimi Patrollers,,Hyperspace,,,,,
JTL,Kijimi Patrollers,,Hyperspace Foil,,,,,
JTL,Kimogila Heavy Fighter,,Standard Foil,,,,,
JTL,Kimogila Heavy Fighter,,Standard,,,,,
JTL,Kimogila Heavy Fighter,,Hyperspace,,,,,
JTL,Kimogila Heavy Fighter,,Hyperspace Foil,,,,,
JTL,Koiogran Turn,,Standard Foil,,,,,
JTL,Koiogran Turn,,Standard,,,,,
JTL,Koiogran Turn,,Hyperspace,,,,,
JTL,Koiogran Turn,,Hyperspace Foil,,,,,
JTL,L3-37,Get Out Of My Seat,Hyperspace,,,,,
JTL,L3-37,Get Out Of My Seat,Standard Foil,,,,,
JTL,L3-37,Get Out Of My Seat,Standard,,,,,
JTL,L3-37,Get Out Of My Seat,Hyperspace Foil,,,,,
JTL,Lake Country,,Standard,,,,,
JTL,Lake Country,,Hyperspace Foil,,,,,
JTL,Lake Country,,Standard Foil,,,,,
JTL,Lake Country,,Hyperspace,,,,,
JTL,Landing Shuttle,,Standard,,,,,
JTL,Landing Shuttle,,Hyperspace Foil,,,,,
JTL,Landing Shuttle,,Standard Foil,,,,,
JTL,Landing Shuttle,,Hyperspace,,,,,
JTL,Lando Calrissian,Buying Time,Standard,,,,,
JTL,Lando Calrissian,Buying Time,Showcase,,,,,
JTL,Lando Calrissian,Buying Time,Hyperspace,,,,,
JTL,Leia Organa,"Pilots, To Your Stations",Standard Foil,,,,,
JTL,Leia Organa,"Pilots, To Your Stations",Hyperspace,,,,,
JTL,Leia Organa,"Pilots, To Your Stations",Standard,,,,,
JTL,Leia Organa,"Pilots, To Your Stations",Hyperspace Foil,,,,,
JTL,Lightspeed Assault,,Standard,,,,,
JTL,Lightspeed Assault,,Hyperspace Foil,,,,,
JTL,Lightspeed Assault,,Hyperspace,,,,,
JTL,Lightspeed Assault,,Standard Foil,,,,,
JTL,Luke Skywalker,Hero of Yavin,Showcase,,,,,
JTL,Luke Skywalker,You Still With Me?,Hyperspace,,,,,
JTL,Luke Skywalker,Hero of Yavin,Hyperspace,,,,,
JTL,Luke Skywalker,Hero of Yavin,Standard,,,,,
JTL,Luke Skywalker,You Still With Me?,Standard Foil,,,,,
JTL,Luke Skywalker,You Still With Me?,Standard,,,,,
JTL,Luke Skywalker,You Still With Me?,Hyperspace Foil,,,,,
JTL,Major Vonreg,Red Baron,Standard,,,,,
JTL,Major Vonreg,Red Baron,Showcase,,,,,
JTL,Major Vonreg,Red Baron,Hyperspace,,,,,
JTL,Massassi Tactical Officer,,Hyperspace Foil,,,,,
JTL,Massassi Tactical Officer,,Standard Foil,,,,,
JTL,Massassi Tactical Officer,,Hyperspace,,,,,
JTL,Massassi Tactical Officer,,Standard,,,,,
JTL,Massassi Temple,,Standard,,,,,
JTL,Massassi Temple,,Hyperspace,,,,,
JTL,MC30 Assault Frigate,,Standard Foil,,,,,
JTL,MC30 Assault Frigate,,Hyperspace,,,,,
JTL,MC30 Assault Frigate,,Standard,,,,,
JTL,MC30 Assault Frigate,,Hyperspace Foil,,,,,
JTL,Millennium Falcon,Get Out And Push,Standard Prestige,,,,,
JTL,Millennium Falcon,Get Out And Push,Standard,,,,,
JTL,Millennium Falcon,Get Out And Push,Foil Prestige,,,,,
JTL,Millennium Falcon,Get Out And Push,Hyperspace Foil,,,,,
JTL,Millennium Falcon,Get Out And Push,Hyperspace,,,,,
JTL,Millennium Falcon,Get Out And Push,Standard Foil,,,,,
JTL,Millennium Falcon,Get Out And Push,Serialized Prestige,,,,,
JTL,Mist Hunter,The Findsman's Pursuit,Foil Prestige,,,,,
JTL,Mist Hunter,The Findsman's Pursuit,Standard Prestige,,,,,
JTL,Mist Hunter,The Findsman's Pursuit,Standard,,,,,
JTL,Mist Hunter,The Findsman's Pursuit,Hyperspace Foil,,,,,
JTL,Mist Hunter,The Findsman's Pursuit,Hyperspace,,,,,
JTL,Mist Hunter,The Findsman's Pursuit,Serialized Prestige,,,,,
JTL,Mist Hunter,The Findsman's Pursuit,Standard Foil,,,,,
JTL,Moff Gideon,I Know Everything,Hyperspace Foil,,,,,
JTL,Moff Gideon,I Know Everything,Standard,,,,,
JTL,Moff Gideon,I Know Everything,Hyperspace,,,,,
JTL,Moff Gideon,I Know Everything,Standard Foil,,,,,
JTL,Mos Eisley,,Standard,,,,,
JTL,Mos Eisley,,Hyperspace,,,,,
JTL,Munificent Frigate,,Standard,,,,,
JTL,Munificent Frigate,,Hyperspace,,,,,
JTL,Munificent Frigate,,Standard Foil,,,,,
JTL,Munificent Frigate,,Hyperspace Foil,,,,,
JTL,Nabat Village,,Standard,,,,,
JTL,Nabat Village,,Hyperspace,,,,,
JTL,Nabat Village,,Hyperspace Foil,,,,,
JTL,Nabat Village,,Standard Foil,,,,,
JTL,Nadiri Dockyards,,Standard,,,,,
JTL,Nadiri Dockyards,,Hyperspace,,,,,
JTL,Nebula Ignition,,Standard,,,,,
JTL,Nebula Ignition,,Hyperspace,,,,,
JTL,Nebula Ignition,,Standard Foil,,,,,
JTL,Nebula Ignition,,Hyperspace Foil,,,,,
JTL,Never Tell Me the Odds,,Hyperspace Foil,,,,,
JTL,Never Tell Me the Odds,,Hyperspace,,,,,
JTL,Never Tell Me the Odds,,Standard Foil,,,,,
JTL,Never Tell Me the Odds,,Standard,,,,,
JTL,Nien Nunb,Loyal Co-Pilot,Hyperspace Foil,,,,,
JTL,Nien Nunb,Loyal Co-Pilot,Standard Foil,,,,,
JTL,Nien Nunb,Loyal Co-Pilot,Standard,,,,,
JTL,Nien Nunb,Loyal Co-Pilot,Hyperspace,,,,,
JTL,No Disintegrations,,Hyperspace,,,,,
JTL,No Disintegrations,,Hyperspace Foil,,,,,
JTL,No Disintegrations,,Standard Foil,,,,,
JTL,No Disintegrations,,Standard,,,,,
JTL,No Glory,Only Results,Standard,,,,,
JTL,No Glory,Only Results,Hyperspace,,,,,
JTL,No Glory,Only Results,Standard Foil,,,,,
JTL,No Glory,Only Results,Hyperspace Foil,,,,,
JTL,Occupier Siege Tank,,Hyperspace Foil,,,,,
JTL,Occupier Siege Tank,,Standard,,,,,
JTL,Occupier Siege Tank,,Standard Foil,,,,,
JTL,Occupier Siege Tank,,Hyperspace,,,,,
JTL,Omicron Strike Craft,,Standard,,,,,
JTL,Omicron Strike Craft,,Hyperspace,,,,,
JTL,Omicron Strike Craft,,Hyperspace Foil,,,,,
JTL,Omicron Strike Craft,,Standard Foil,,,,,
JTL,Onyx Squadron Brute,,Hyperspace Foil,,,,,
JTL,Onyx Squadron Brute,,Standard Foil,,,,,
JTL,Onyx Squadron Brute,,Standard,,,,,
JTL,Onyx Squadron Brute,,Hyperspace,,,,,
JTL,Orbiting K-Wing,,Standard,,,,,
JTL,Orbiting K-Wing,,Standard Foil,,,,,
JTL,Orbiting K-Wing,,Hyperspace Foil,,,,,
JTL,Orbiting K-Wing,,Hyperspace,,,,,
JTL,Out the Airlock,,Standard,,,,,
JTL,Out the Airlock,,Standard Foil,,,,,
JTL,Out the Airlock,,Hyperspace,,,,,
JTL,Out the Airlock,,Hyperspace Foil,,,,,
JTL,Outer Rim Outlaws,,Standard,,,,,
JTL,Outer Rim Outlaws,,Standard Foil,,,,,
JTL,Outer Rim Outlaws,,Hyperspace,,,,,
JTL,Outer Rim Outlaws,,Hyperspace Foil,,,,,
JTL,Paige Tico,Dropping the Hammer,Standard Foil,,,,,
JTL,Paige Tico,Dropping the Hammer,Standard,,,,,
JTL,Paige Tico,Dropping the Hammer,Hyperspace,,,,,
JTL,Paige Tico,Dropping the Hammer,Hyperspace Foil,,,,,
JTL,Pantoran Starship Thief,,Standard,,,,,
JTL,Pantoran Starship Thief,,Hyperspace,,,,,
JTL,Pantoran Starship Thief,,Standard Foil,,,,,
JTL,Pantoran Starship Thief,,Hyperspace Foil,,,,,
JTL,Perimeter AT-RT,,Standard,,,,,
JTL,Perimeter AT-RT,,Standard Foil,,,,,
JTL,Perimeter AT-RT,,Hyperspace,,,,,
JTL,Perimeter AT-RT,,Hyperspace Foil,,,,,
JTL,Phantom II,Modified to Dock,Standard Prestige,,,,,
JTL,Phantom II,Modified to Dock,Serialized Prestige,,,,,
JTL,Phantom II,Modified to Dock,Standard,,,,,
JTL,Phantom II,Modified to Dock,Standard Foil,,,,,
JTL,Phantom II,Modified to Dock,Foil Prestige,,,,,
JTL,Phantom II,Modified to Dock,Hyperspace Foil,,,,,
JTL,Phantom II,Modified to Dock,Hyperspace,,,,,
JTL,Phoenix Squadron A-Wing,,Hyperspace Foil,,,,,
JTL,Phoenix Squadron A-Wing,,Hyperspace,,,,,
JTL,Phoenix Squadron A-Wing,,Standard,,,,,
JTL,Phoenix Squadron A-Wing,,Standard Foil,,,,,
JTL,Piercing Shot,,Hyperspace Foil,,,,,
JTL,Piercing Shot,,Standard Foil,,,,,
JTL,Piercing Shot,,Hyperspace,,,,,
JTL,Piercing Shot,,Standard,,,,,
JTL,Planetary Bombardment,,Standard Foil,,,,,
JTL,Planetary Bombardment,,Hyperspace Foil,,,,,
JTL,Planetary Bombardment,,Hyperspace,,,,,
JTL,Planetary Bombardment,,Standard,,,,,
JTL,Poe Dameron,I Can Fly Anything,Standard,,,,,
JTL,Poe Dameron,One Hell of a Pilot,Hyperspace,,,,,
JTL,Poe Dameron,One Hell of a Pilot,Hyperspace Foil,,,,,
JTL,Poe Dameron,One Hell of a Pilot,Standard Foil,,,,,
JTL,Poe Dameron,I Can Fly Anything,Showcase,,,,,
JTL,Poe Dameron,One Hell of a Pilot,Standard,,,,,
JTL,Poe Dameron,I Can Fly Anything,Hyperspace,,,,,
JTL,Power from Pain,,Standard,,,,,
JTL,Power from Pain,,Hyperspace,,,,,
JTL,Power from Pain,,Hyperspace Foil,,,,,
JTL,Power from Pain,,Standard Foil,,,,,
JTL,Prepare for Takeoff,,Hyperspace Foil,,,,,
JTL,Prepare for Takeoff,,Standard,,,,,
JTL,Prepare for Takeoff,,Standard Foil,,,,,
JTL,Prepare for Takeoff,,Hyperspace,,,,,
JTL,Profundity,We Fight!,Serialized Prestige,,,,,
JTL,Profundity,We Fight!,Foil Prestige,,,,,
JTL,Profundity,We Fight!,Standard Foil,,,,,
JTL,Profundity,We Fight!,Standard Prestige,,,,,
JTL,Profundity,We Fight!,Standard,,,,,
JTL,Profundity,We Fight!,Hyperspace,,,,,
JTL,Profundity,We Fight!,Hyperspace Foil,,,,,
JTL,Prototype TIE Advanced,,Standard,,,,,
JTL,Prototype TIE Advanced,,Standard Foil,,,,,
JTL,Prototype TIE Advanced,,Hyperspace Foil,,,,,
JTL,Prototype TIE Advanced,,Hyperspace,,,,,
JTL,Punch It,,Standard Foil,,,,,
JTL,Punch It,,Hyperspace,,,,,
JTL,Punch It,,Hyperspace Foil,,,,,
JTL,Punch It,,Standard,,,,,
JTL,Quasar TIE Carrier,,Hyperspace,,,,,
JTL,Quasar TIE Carrier,,Standard,,,,,
JTL,Quasar TIE Carrier,,Standard Foil,,,,,
JTL,Quasar TIE Carrier,,Hyperspace Foil,,,,,
JTL,R2-D2,Artooooooooo!,Standard,,,,,
JTL,R2-D2,Artooooooooo!,Hyperspace,,,,,
JTL,R2-D2,Artooooooooo!,Hyperspace Foil,,,,,
JTL,R2-D2,Artooooooooo!,Standard Foil,,,,,
JTL,Raddus,Holdo's Final Command,Standard Prestige,,,,,
JTL,Raddus,Holdo's Final Command,Standard Foil,,,,,
JTL,Raddus,Holdo's Final Command,Serialized Prestige,,,,,
JTL,Raddus,Holdo's Final Command,Standard,,,,,
JTL,Raddus,Holdo's Final Command,Hyperspace,,,,,
JTL,Raddus,Holdo's Final Command,Hyperspace Foil,,,,,
JTL,Raddus,Holdo's Final Command,Foil Prestige,,,,,
JTL,Radiant VII,Ambassadors' Arrival,Serialized Prestige,,,,,
JTL,Radiant VII,Ambassadors' Arrival,Standard,,,,,
JTL,Radiant VII,Ambassadors' Arrival,Hyperspace,,,,,
JTL,Radiant VII,Ambassadors' Arrival,Standard Prestige,,,,,
JTL,Radiant VII,Ambassadors' Arrival,Standard Foil,,,,,
JTL,Radiant VII,Ambassadors' Arrival,Hyperspace Foil,,,,,
JTL,Radiant VII,Ambassadors' Arrival,Foil Prestige,,,,,
JTL,Rafa Martez,Shrewd Sister,Standard,,,,,
JTL,Rafa Martez,Shrewd Sister,Standard Foil,,,,,
JTL,Rafa Martez,Shrewd Sister,Hyperspace,,,,,
JTL,Rafa Martez,Shrewd Sister,Hyperspace Foil,,,,,
JTL,Rampart,Enjoy the Exit,Standard Foil,,,,,
JTL,Rampart,Enjoy the Exit,Standard Prestige,,,,,
JTL,Rampart,Enjoy the Exit,Hyperspace Foil,,,,,
JTL,Rampart,Enjoy the Exit,Standard,,,,,
JTL,Rampart,Enjoy the Exit,Hyperspace,,,,,
JTL,Rampart,Enjoy the Exit,Foil Prestige,,,,,
JTL,Rampart,Enjoy the Exit,Serialized Prestige,,,,,
JTL,Razor Crest,Ride For Hire,Serialized Prestige,,,,,
JTL,Razor Crest,Ride For Hire,Hyperspace Foil,,,,,
JTL,Razor Crest,Ride For Hire,Foil Prestige,,,,,
JTL,Razor Crest,Ride For Hire,Standard,,,,,
JTL,Razor Crest,Ride For Hire,Standard Prestige,,,,,
JTL,Razor Crest,Ride For Hire,Standard Foil,,,,,
JTL,Razor Crest,Ride For Hire,Hyperspace,,,,,
JTL,Rebellious Hammerhead,,Standard Foil,,,,,
JTL,Rebellious Hammerhead,,Standard,,,,,
JTL,Rebellious Hammerhead,,Hyperspace Foil,,,,,
JTL,Rebellious Hammerhead,,Hyperspace,,,,,
JTL,Red Five,Running the Trench,Foil Prestige,,,,,
JTL,Red Five,Running the Trench,Hyperspace Foil,,,,,
JTL,Red Five,Running the Trench,Standard Foil,,,,,
JTL,Red Five,Running the Trench,Serialized Prestige,,,,,
JTL,Red Five,Running the Trench,Standard,,,,,
JTL,Red Five,Running the Trench,Standard Prestige,,,,,
JTL,Red Five,Running the Trench,Hyperspace,,,,,
JTL,Red Leader,Form Up,Serialized Prestige,,,,,
JTL,Red Leader,Form Up,Hyperspace Foil,,,,,
JTL,Red Leader,Form Up,Foil Prestige,,,,,
JTL,Red Leader,Form Up,Standard,,,,,
JTL,Red Leader,Form Up,Standard Foil,,,,,
JTL,Red Leader,Form Up,Hyperspace,,,,,
JTL,Red Leader,Form Up,Standard Prestige,,,,,
JTL,Red Squadron X-Wing,,Standard Foil,,,,,
JTL,Red Squadron X-Wing,,Standard,,,,,
JTL,Red Squadron X-Wing,,Hyperspace Foil,,,,,
JTL,Red Squadron X-Wing,,Hyperspace,,,,,
JTL,Red Squadron Y-Wing,,Hyperspace,,,,,
JTL,Red Squadron Y-Wing,,Hyperspace Foil,,,,,
JTL,Red Squadron Y-Wing,,Standard,,,,,
JTL,Red Squadron Y-Wing,,Standard Foil,,,,,
JTL,Relentless Firespray,,Standard Foil,,,,,
JTL,Relentless Firespray,,Standard,,,,,
JTL,Relentless Firespray,,Hyperspace,,,,,
JTL,Relentless Firespray,,Hyperspace Foil,,,,,
JTL,Repair,,Standard,,,,,
JTL,Repair,,Hyperspace Foil,,,,,
JTL,Repair,,Hyperspace,,,,,
JTL,Repair,,Standard Foil,,,,,
JTL,Republic Y-Wing,,Hyperspace Foil,,,,,
JTL,Republic Y-Wing,,Standard Foil,,,,,
JTL,Republic Y-Wing,,Standard,,,,,
JTL,Republic Y-Wing,,Hyperspace,,,,,
JTL,Resistance Blue Squadron,,Standard,,,,,
JTL,Resistance Blue Squadron,,Hyperspace,,,,,
JTL,Resistance Blue Squadron,,Standard Foil,,,,,
JTL,Resistance Blue Squadron,,Hyperspace Foil,,,,,
JTL,Resistance Headquarters,,Standard,,,,,
JTL,Resistance Headquarters,,Hyperspace,,,,,
JTL,Resistance X-Wing,,Hyperspace,,,,,
JTL,Resistance X-Wing,,Hyperspace Foil,,,,,
JTL,Resistance X-Wing,,Standard Foil,,,,,
JTL,Resistance X-Wing,,Standard,,,,,
JTL,Resupply Carrier,,Standard,,,,,
JTL,Resupply Carrier,,Hyperspace Foil,,,,,
JTL,Resupply Carrier,,Hyperspace,,,,,
JTL,Resupply Carrier,,Standard Foil,,,,,
JTL,Retrofitted Airspeeder,,Hyperspace Foil,,,,,
JTL,Retrofitted Airspeeder,,Standard,,,,,
JTL,Retrofitted Airspeeder,,Standard Foil,,,,,
JTL,Retrofitted Airspeeder,,Hyperspace,,,,,
JTL,Rio Durant,Wisecracking Wheelman,Standard,,,,,
JTL,Rio Durant,Wisecracking Wheelman,Showcase,,,,,
JTL,Rio Durant,Wisecracking Wheelman,Hyperspace,,,,,
JTL,Rogue-class Starfighter,,Standard,,,,,
JTL,Rogue-class Starfighter,,Hyperspace Foil,,,,,
JTL,Rogue-class Starfighter,,Standard Foil,,,,,
JTL,Rogue-class Starfighter,,Hyperspace,,,,,
JTL,Rose Tico,Saving What We Love,Standard,,,,,
JTL,Rose Tico,Saving What We Love,Hyperspace,,,,,
JTL,Rose Tico,Saving What We Love,Showcase,,,,,
JTL,Royal Security Fighter,,Hyperspace,,,,,
JTL,Royal Security Fighter,,Standard,,,,,
JTL,Royal Security Fighter,,Hyperspace Foil,,,,,
JTL,Royal Security Fighter,,Standard Foil,,,,,
JTL,Sabine's Masterpiece,Crazy Colorful,Serialized Prestige,,,,,
JTL,Sabine's Masterpiece,Crazy Colorful,Standard Prestige,,,,,
JTL,Sabine's Masterpiece,Crazy Colorful,Hyperspace Foil,,,,,
JTL,Sabine's Masterpiece,Crazy Colorful,Hyperspace,,,,,
JTL,Sabine's Masterpiece,Crazy Colorful,Standard,,,,,
JTL,Sabine's Masterpiece,Crazy Colorful,Standard Foil,,,,,
JTL,Sabine's Masterpiece,Crazy Colorful,Foil Prestige,,,,,
JTL,Salvage,,Hyperspace Foil,,,,,
JTL,Salvage,,Hyperspace,,,,,
JTL,Salvage,,Standard Foil,,,,,
JTL,Salvage,,Standard,,,,,
JTL,Scouting Headhunter,,Standard,,,,,
JTL,Scouting Headhunter,,Hyperspace Foil,,,,,
JTL,Scouting Headhunter,,Hyperspace,,,,,
JTL,Scouting Headhunter,,Standard Foil,,,,,
JTL,Scramble Fighters,,Standard,,,,,
JTL,Scramble Fighters,,Hyperspace,,,,,
JTL,Scramble Fighters,,Hyperspace Foil,,,,,
JTL,Scramble Fighters,,Standard Foil,,,,,
JTL,Seasoned Fleet Admiral,,Standard Foil,,,,,
JTL,Seasoned Fleet Admiral,,Hyperspace Foil,,,,,
JTL,Seasoned Fleet Admiral,,Standard,,,,,
JTL,Seasoned Fleet Admiral,,Hyperspace,,,,,
JTL,Shadow Caster,Just Business,Serialized Prestige,,,,,
JTL,Shadow Caster,Just Business,Standard Prestige,,,,,
JTL,Shadow Caster,Just Business,Hyperspace,,,,,
JTL,Shadow Caster,Just Business,Standard Foil,,,,,
JTL,Shadow Caster,Just Business,Foil Prestige,,,,,
JTL,Shadow Caster,Just Business,Hyperspace Foil,,,,,
JTL,Shadow Caster,Just Business,Standard,,,,,
JTL,Shadowed Hover Tank,,Hyperspace Foil,,,,,
JTL,Shadowed Hover Tank,,Hyperspace,,,,,
JTL,Shadowed Hover Tank,,Standard,,,,,
JTL,Shadowed Hover Tank,,Standard Foil,,,,,
JTL,Shield Generator Complex,,Standard,,,,,
JTL,Shield Generator Complex,,Hyperspace,,,,,
JTL,Shoot Down,,Standard,,,,,
JTL,Shoot Down,,Hyperspace Foil,,,,,
JTL,Shoot Down,,Standard Foil,,,,,
JTL,Shoot Down,,Hyperspace,,,,,
JTL,Shuttle ST-149,Under Krennic's Authority,Standard Foil,,,,,
JTL,Shuttle ST-149,Under Krennic's Authority,Foil Prestige,,,,,
JTL,Shuttle ST-149,Under Krennic's Authority,Hyperspace Foil,,,,,
JTL,Shuttle ST-149,Under Krennic's Authority,Serialized Prestige,,,,,
JTL,Shuttle ST-149,Under Krennic's Authority,Hyperspace,,,,,
JTL,Shuttle ST-149,Under Krennic's Authority,Standard,,,,,
JTL,Shuttle ST-149,Under Krennic's Authority,Standard Prestige,,,,,
JTL,Shuttle Tydirium,Fly Casual,Foil Prestige,,,,,
JTL,Shuttle Tydirium,Fly Casual,Standard Foil,,,,,
JTL,Shuttle Tydirium,Fly Casual,Hyperspace Foil,,,,,
JTL,Shuttle Tydirium,Fly Casual,Standard Prestige,,,,,
JTL,Shuttle Tydirium,Fly Casual,Standard,,,,,
JTL,Shuttle Tydirium,Fly Casual,Serialized Prestige,,,,,
JTL,Shuttle Tydirium,Fly Casual,Hyperspace,,,,,
JTL,Sidon Ithano,The Crimson Corsair,Hyperspace,,,,,
JTL,Sidon Ithano,The Crimson Corsair,Standard Foil,,,,,
JTL,Sidon Ithano,The Crimson Corsair,Hyperspace Foil,,,,,
